train_number,train_name,station_name,departure,source,destination,created_at
70523,JAMMU TAWI KABAKAPUTTUR Intercity,KHURJA JN,16:38:00,JAMMU TAWI,KABAKAPUTTUR,2025-04-11 21:11:54.089004
92567,JUNNOR DEO BHIND Rajdhani,KASGANJ MG,10:02:00,JUNNOR DEO,BHIND,2024-06-08 21:11:54.089004
79317,Katni ROAD PARLI VAIJNATH Local,TUNDLA JN,01:09:00,Katni ROAD,PARLI VAIJNATH,2024-10-23 21:11:54.089004
33425,KATIHAR JN ROURKELA Intercity,VASCO DA GAMA,20:29:00,KATIHAR JN,ROURKELA,2024-12-31 21:11:54.089004
25776,Guna JN AIT Intercity,GARWA ROAD,13:03:00,Guna JN,AIT,2024-07-03 21:11:54.089004
44332,CHANDA FORT Tadipatri CITY Local,GANDHIDHAM BG,04:04:00,CHANDA FORT,Tadipatri CITY,2025-01-20 21:11:54.089004
13999,NAINPUR JUNCTION KOLLAM JN Rajdhani,Mumbai TERMINUS,08:43:00,NAINPUR JUNCTION,KOLLAM JN,2024-09-30 21:11:54.089004
56412,BARIPADA JIND JN Rajdhani,VADODARA JN,13:07:00,BARIPADA,JIND JN,2025-04-17 21:11:54.089004
53958,JAMBUSAR JUNCTION Tadepalligudem ROAD MMTS,TIRUCHENDUR,08:29:00,JAMBUSAR JUNCTION,Tadepalligudem ROAD,2024-12-05 21:11:54.089004
35744,CHARVATTUR SIKAR JUNCTION MMTS,NERAL,07:29:00,CHARVATTUR,SIKAR JUNCTION,2025-04-15 21:11:54.089004
73687,PRATAPNAGAR Karaikudi ROAD MMTS,Ramgarh TERMINUS,06:38:00,PRATAPNAGAR,Karaikudi ROAD,2025-03-21 21:11:54.089004
91048,GAJRAULA JN JOLARPETTAI Duronto,PILIBHIT JN,07:43:00,GAJRAULA JN,JOLARPETTAI,2024-10-19 21:11:54.089004
47482,MANDLA FORT HARIDWAR JN Superfast,Salem ROAD,12:58:00,MANDLA FORT,HARIDWAR JN,2024-10-17 21:11:54.089004
56032,DINDIGUL JN DHAULPUR Local,VERAVAL,02:25:00,DINDIGUL JN,DHAULPUR,2024-11-04 21:11:54.089004
70226,Haridwar CITY DHONE Passenger,RANAGHAT JUNCTION,21:49:00,Haridwar CITY,DHONE,2024-10-02 21:11:54.089004
47583,NEW ALIPURDAUR RAE BARELI JN Shatabdi,PURNIA JN,16:17:00,NEW ALIPURDAUR,RAE BARELI JN,2024-08-15 21:11:54.089004
65939,NEW DELHI SIRMUTTRA Superfast,SITAPUR CITY,13:47:00,NEW DELHI,SIRMUTTRA,2024-05-08 21:11:54.089004
45966,Yamunanagar JN MANIKPUR JN Passenger,RAJIM,11:11:00,Yamunanagar JN,MANIKPUR JN,2024-07-14 21:11:54.089004
19417,LONDA JN BAPUDHAM MOTIHARI Mail,AGRA CANTT,04:03:00,LONDA JN,BAPUDHAM MOTIHARI,2024-12-19 21:11:54.089004
61612,INDORE JN BG Morbi ROAD Passenger,BHADRAKH,16:10:00,INDORE JN BG,Morbi ROAD,2024-08-18 21:11:54.089004
51191,GUDUR JN SULLURUPETA Passenger,DHARMANAGAR,16:53:00,GUDUR JN,SULLURUPETA,2025-01-10 21:11:54.089004
99945,Alappuzha TERMINUS RAMAKONA Intercity,Ulhasnagar JN,19:07:00,Alappuzha TERMINUS,RAMAKONA,2024-08-02 21:11:54.089004
83139,Bihar Sharif TERMINUS SILIGURI JN Passenger,Hindupur TERMINUS,08:03:00,Bihar Sharif TERMINUS,SILIGURI JN,2025-02-09 21:11:54.089004
23020,AZIMGANJ JN PURNA JN Mail,BEAWAR,11:14:00,AZIMGANJ JN,PURNA JN,2024-09-29 21:11:54.089004
46885,SUBRAHMANYA ROAD BORIVALI Intercity,MUGHAL SARAI JN,09:17:00,SUBRAHMANYA ROAD,BORIVALI,2024-05-07 21:11:54.089004
46076,RAJIM HOSPET JN Mail,BHATINDA JN,07:32:00,RAJIM,HOSPET JN,2024-10-08 21:11:54.089004
71443,Ranchi CITY PALANPUR JN Rajdhani,GOOTY JN,05:43:00,Ranchi CITY,PALANPUR JN,2025-03-30 21:11:54.089004
78475,LUDHIANA JN BIJAPUR Passenger,RAJMAHAL,06:07:00,LUDHIANA JN,BIJAPUR,2024-07-29 21:11:54.089004
23085,SAGAULI JN DORNAKAL JN Shatabdi,CANNING,01:21:00,SAGAULI JN,DORNAKAL JN,2025-01-29 21:11:54.089004
32896,Warangal CENTRAL BHARUCH JN Shatabdi,BIRUR JN,11:50:00,Warangal CENTRAL,BHARUCH JN,2025-01-21 21:11:54.089004
83267,GHAZIABAD JUNAGADH JN Mail,LUCKNOW,01:20:00,GHAZIABAD,JUNAGADH JN,2024-10-19 21:11:54.089004
23444,BHAIRABI SHAKTI NAGAR Mail,HAJIPUR JN,19:53:00,BHAIRABI,SHAKTI NAGAR,2025-03-07 21:11:54.089004
26405,BHAGAT KI KOTHI BURHWAL Duronto,GURUVAYUR,17:12:00,BHAGAT KI KOTHI,BURHWAL,2025-04-02 21:11:54.089004
71543,MARKAPUR ROAD Bangalore JN Express,VRIDHACHALAM JN,17:01:00,MARKAPUR ROAD,Bangalore JN,2024-05-22 21:11:54.089004
32503,KATNI BARSUAN Duronto,THANJAVUR,22:16:00,KATNI,BARSUAN,2025-04-13 21:11:54.089004
36092,S M V D KATRA MANNARGUDI Rajdhani,KOLKATA SHALIMAR,12:26:00,S M V D KATRA,MANNARGUDI,2024-10-17 21:11:54.089004
95225,CHARVATTUR Anantapur JN Rajdhani,ALLAHABAD CITY,12:01:00,CHARVATTUR,Anantapur JN,2024-05-07 21:11:54.089004
90795,Amritsar JN FATEHPUR MMTS,DIMAPUR,04:15:00,Amritsar JN,FATEHPUR,2025-03-11 21:11:54.089004
41632,MANCHIRYAL KHANDWA Local,ANAND VIHAR TRM,04:35:00,MANCHIRYAL,KHANDWA,2024-12-20 21:11:54.089004
11034,MURI NAUTANWA Shatabdi,Srikakulam CITY,11:58:00,MURI,NAUTANWA,2025-02-14 21:11:54.089004
65686,SAMASTIPUR JN BELLARY JN Superfast,BHARATPUR JN,05:31:00,SAMASTIPUR JN,BELLARY JN,2025-04-21 21:11:54.089004
62442,NERAL Bhubaneswar CENTRAL Mail,MADGAON,19:19:00,NERAL,Bhubaneswar CENTRAL,2024-11-22 21:11:54.089004
98891,NAINPUR JUNCTION BARI MMTS,SIRPUR TOWN,11:33:00,NAINPUR JUNCTION,BARI,2024-08-26 21:11:54.089004
82957,DIBRUGARH TOWN Vasai-Virar CENTRAL Express,RAGHUNATHPUR,23:13:00,DIBRUGARH TOWN,Vasai-Virar CENTRAL,2024-10-12 21:11:54.089004
48401,BANSPANI GONDIA JN Intercity,LAUKAHA BAZAR,22:19:00,BANSPANI,GONDIA JN,2024-07-07 21:11:54.089004
12621,BAYANA JN CHIRMIRI Express,KATPADI JN,16:20:00,BAYANA JN,CHIRMIRI,2025-04-23 21:11:54.089004
58946,BANMANKHI JUNCTION Bijapur CENTRAL Passenger,ALIGARH JN,10:24:00,BANMANKHI JUNCTION,Bijapur CENTRAL,2024-09-13 21:11:54.089004
25358,BILIMORA JN BHUBANESWAR Shatabdi,Ludhiana CENTRAL,05:03:00,BILIMORA JN,BHUBANESWAR,2025-02-06 21:11:54.089004
21541,Dewas CENTRAL Katihar TERMINUS Express,Bhimavaram CENTRAL,23:11:00,Dewas CENTRAL,Katihar TERMINUS,2024-09-25 21:11:54.089004
69370,SURAT Darbhanga ROAD Intercity,Raurkela Industrial Township ROAD,19:14:00,SURAT,Darbhanga ROAD,2024-07-12 21:11:54.089004
79140,FARRUKHABAD NILAMBUR ROAD Intercity,CANNING,08:04:00,FARRUKHABAD,NILAMBUR ROAD,2025-03-26 21:11:54.089004
15418,MARIANI JN MANDUADIH Superfast,MARWAR JN,02:04:00,MARIANI JN,MANDUADIH,2025-01-09 21:11:54.089004
66593,SHIMLA BHUJ Intercity,AGRA FORT,15:39:00,SHIMLA,BHUJ,2025-02-05 21:11:54.089004
41041,SHRI GANGANAGAR Suryapet CITY Superfast,BARI,12:54:00,SHRI GANGANAGAR,Suryapet CITY,2024-12-09 21:11:54.089004
99072,CHIRMIRI GUWAHATI Passenger,CHANDA FORT,04:37:00,CHIRMIRI,GUWAHATI,2025-02-28 21:11:54.089004
18847,TIRUMALPUR HAZARIBAGH ROAD Local,GANDHIDHAM BG,07:53:00,TIRUMALPUR,HAZARIBAGH ROAD,2024-10-27 21:11:54.089004
45599,BUDHMA Bongaigaon JN Mail,GAJRAULA JN,08:56:00,BUDHMA,Bongaigaon JN,2024-10-02 21:11:54.089004
90812,MURTAJAPUR SITAPUR CITY Express,Bareilly TERMINUS,02:31:00,MURTAJAPUR,SITAPUR CITY,2024-11-15 21:11:54.089004
19867,HOSPET JN CHENNAI CENTRAL Duronto,Siwan ROAD,17:01:00,HOSPET JN,CHENNAI CENTRAL,2024-12-16 21:11:54.089004
65402,MUGHAL SARAI JN ASANSOL JN Local,LAKHO,11:19:00,MUGHAL SARAI JN,ASANSOL JN,2025-04-08 21:11:54.089004
36821,JAJPUR KEONJHAR ROAD GUWAHATI Duronto,HASANABAD,11:30:00,JAJPUR KEONJHAR ROAD,GUWAHATI,2025-03-04 21:11:54.089004
33802,CHIK BALLAPUR HOSUR Passenger,MATHERAN,08:23:00,CHIK BALLAPUR,HOSUR,2024-09-09 21:11:54.089004
53457,VARANASI JN HOSUR MMTS,NEW BONGAIGAON,08:10:00,VARANASI JN,HOSUR,2024-08-06 21:11:54.089004
72303,MURTAJAPUR NILAMBUR ROAD Duronto,JORHAT TOWN,22:04:00,MURTAJAPUR,NILAMBUR ROAD,2024-09-23 21:11:54.089004
77645,Naihati CENTRAL BHILDI Passenger,PONNERI,05:53:00,Naihati CENTRAL,BHILDI,2025-02-12 21:11:54.089004
82286,SONARPUR JUNCTION MORADABAD Duronto,DARJEELING,01:36:00,SONARPUR JUNCTION,MORADABAD,2024-10-30 21:11:54.089004
12906,HABIBGANJ CHAMARAJANAGAR Local,FATEHPUR,05:57:00,HABIBGANJ,CHAMARAJANAGAR,2025-03-29 21:11:54.089004
93791,ANAND JN Gaya CITY Duronto,VILLUPURAM JN,03:41:00,ANAND JN,Gaya CITY,2024-10-02 21:11:54.089004
75677,SAKRI JN CHALISGAON JN Express,CHITTARANJAN,01:50:00,SAKRI JN,CHALISGAON JN,2024-12-14 21:11:54.089004
99288,KAMAKHYA NAGORE Rajdhani,HUBLI JN,01:06:00,KAMAKHYA,NAGORE,2025-03-03 21:11:54.089004
94499,HISAR Pallavaram TERMINUS Shatabdi,HAZARIBAGH ROAD,20:04:00,HISAR,Pallavaram TERMINUS,2024-09-18 21:11:54.089004
10378,Siliguri TERMINUS KHAGARIA JN Rajdhani,KASGANJ,21:13:00,Siliguri TERMINUS,KHAGARIA JN,2024-09-06 21:11:54.089004
20435,AMLA JN JETALSAR JN Rajdhani,GAJRAULA JN,06:20:00,AMLA JN,JETALSAR JN,2024-10-27 21:11:54.090004
79971,ARAKKONAM Parbhani CENTRAL MMTS,INDORE JN BG,23:56:00,ARAKKONAM,Parbhani CENTRAL,2024-10-29 21:11:54.090004
66164,KAZIPET JN RAGHURAJ SINGH Rajdhani,Uluberia TERMINUS,11:35:00,KAZIPET JN,RAGHURAJ SINGH,2024-11-19 21:11:54.090004
50877,BARIPADA PALANPUR JN Shatabdi,BELLARY JN,00:52:00,BARIPADA,PALANPUR JN,2024-06-21 21:11:54.090004
83850,SHAKURBASTI NAGDA JN Duronto,BODELI,12:33:00,SHAKURBASTI,NAGDA JN,2025-03-08 21:11:54.090004
46594,BANKURA ADRA JN Passenger,Anand CENTRAL,11:25:00,BANKURA,ADRA JN,2025-04-22 21:11:54.090004
96806,BARI SADRI ROURKELA Duronto,SULLURUPETA,09:13:00,BARI SADRI,ROURKELA,2025-04-09 21:11:54.090004
13460,BHAGALPUR CASTLE ROCK Express,RAJGIR,05:11:00,BHAGALPUR,CASTLE ROCK,2024-09-15 21:11:54.090004
20307,JAMBUSAR JUNCTION BADNERA JN Duronto,BALAGHAT JUNCTION,06:25:00,JAMBUSAR JUNCTION,BADNERA JN,2025-02-19 21:11:54.090004
31986,Noida CENTRAL CHOPAN Superfast,ANDAL JN,08:26:00,Noida CENTRAL,CHOPAN,2024-08-13 21:11:54.090004
30024,MEERUT CANT DIMAPUR Rajdhani,Chandigarh ROAD,11:44:00,MEERUT CANT,DIMAPUR,2025-04-20 21:11:54.090004
68927,Gulbarga CITY BAREILLY Rajdhani,RADHIKAPUR,23:48:00,Gulbarga CITY,BAREILLY,2024-07-16 21:11:54.090004
42270,DHULE MIRAJ JN Express,MEERUT CANT,10:48:00,DHULE,MIRAJ JN,2024-09-15 21:11:54.090004
60509,Panchkula CENTRAL GIRIDIH Shatabdi,BHILAD,22:16:00,Panchkula CENTRAL,GIRIDIH,2024-09-08 21:11:54.090004
39865,FAIZABAD JN MACHILIPATNAM Express,NIDADAVOLU JN,01:05:00,FAIZABAD JN,MACHILIPATNAM,2025-03-05 21:11:54.090004
95570,BENOY BADAL DINESH GARDENS BHADRAKH Superfast,SINGUR,06:25:00,BENOY BADAL DINESH GARDENS,BHADRAKH,2025-03-31 21:11:54.090004
57144,PANVEL KOTA JN Local,Tirupati JN,18:52:00,PANVEL,KOTA JN,2024-12-28 21:11:54.090004
25933,KHANDWA MADGAON Intercity,KATNI,12:45:00,KHANDWA,MADGAON,2024-05-28 21:11:54.090004
42731,LOHIAN KHAS JN KAMAREDDI Intercity,BILIMORA JN,22:42:00,LOHIAN KHAS JN,KAMAREDDI,2025-01-08 21:11:54.090004
25963,Haldia CITY Ranchi JN Passenger,SITAMARHI JN,21:07:00,Haldia CITY,Ranchi JN,2025-01-30 21:11:54.090004
28278,JIRIBAM Chennai ROAD Duronto,PATHANKOT,07:45:00,JIRIBAM,Chennai ROAD,2025-02-06 21:11:54.090004
45709,KATHGODAM SAINAGAR SHIRDI Local,ISLAMPUR,00:48:00,KATHGODAM,SAINAGAR SHIRDI,2025-03-17 21:11:54.090004
80232,TUMKUR GANDHINAGAR CAPITAL Intercity,ANGUL,22:13:00,TUMKUR,GANDHINAGAR CAPITAL,2024-12-30 21:11:54.090004
18755,CHANDIA ROAD SONARPUR JUNCTION Mail,REWARI,18:09:00,CHANDIA ROAD,SONARPUR JUNCTION,2024-08-20 21:11:54.090004
51852,BIRAMITRAPUR PANDHARPUR Intercity,CHHAPRA,01:46:00,BIRAMITRAPUR,PANDHARPUR,2024-11-12 21:11:54.090004
49676,CHUNAR KOLAGHAT GOODS Express,BARAUNI JN,01:20:00,CHUNAR,KOLAGHAT GOODS,2025-03-17 21:11:54.090004
24708,LAUKAHA BAZAR DHARMABAD Intercity,DHAMTARI,20:19:00,LAUKAHA BAZAR,DHARMABAD,2024-06-20 21:11:54.090004
91765,ARA BARKAKANA Express,BHIMAVARAM JUNCTION,17:34:00,ARA,BARKAKANA,2024-06-24 21:11:54.090004
15931,Raipur ROAD NEW ALIPURDAUR Express,LINGAMPALLI,12:25:00,Raipur ROAD,NEW ALIPURDAUR,2025-03-26 21:11:54.090004
90153,HAZARIBAGH ROAD CUTTACK Mail,JIND JN,18:20:00,HAZARIBAGH ROAD,CUTTACK,2024-11-24 21:11:54.090004
82928,CHUNAR Coimbatore CENTRAL Local,HISAR,08:29:00,CHUNAR,Coimbatore CENTRAL,2024-09-17 21:11:54.090004
94068,Satna CITY THANJAVUR Rajdhani,Yamunanagar CENTRAL,09:29:00,Satna CITY,THANJAVUR,2025-04-08 21:11:54.090004
79415,BALLIA SONARPUR JUNCTION Rajdhani,CHIK BALLAPUR,10:07:00,BALLIA,SONARPUR JUNCTION,2024-11-12 21:11:54.090004
72676,BODELI Munger CENTRAL Duronto,PUNALUR,12:41:00,BODELI,Munger CENTRAL,2024-06-27 21:11:54.090004
65632,SATARA Thiruvananthapuram ROAD Passenger,Akola ROAD,02:33:00,SATARA,Thiruvananthapuram ROAD,2024-11-12 21:11:54.090004
67464,PORBANDAR KATHGODAM Duronto,AMRITSAR JN,19:22:00,PORBANDAR,KATHGODAM,2025-03-24 21:11:54.090004
43204,BIHARIGANJ TILAK BRIDGE Shatabdi,Giridih CITY,03:59:00,BIHARIGANJ,TILAK BRIDGE,2024-06-12 21:11:54.090004
44853,NIZAMABAD BHIND Duronto,SATYA SAI P NILAYAM,05:38:00,NIZAMABAD,BHIND,2024-11-06 21:11:54.090004
21491,Dehradun TERMINUS RISHIKESH Shatabdi,MOKAMEH JN,08:03:00,Dehradun TERMINUS,RISHIKESH,2024-10-11 21:11:54.090004
46018,JHARSUGUDA JN Uluberia CITY Rajdhani,Bikaner TERMINUS,07:36:00,JHARSUGUDA JN,Uluberia CITY,2025-01-08 21:11:54.090004
31732,DHAMTARI KARAIKKUDI JUNCTION Passenger,Proddatur CITY,08:25:00,DHAMTARI,KARAIKKUDI JUNCTION,2024-10-30 21:11:54.090004
70904,GUDUR JN FATEHPUR Rajdhani,Surendranagar Dudhrej CENTRAL,09:58:00,GUDUR JN,FATEHPUR,2025-03-18 21:11:54.090004
24323,NEW ALIPURDAUR KHED BRAHMA Superfast,ALLAHABAD JN,23:00:00,NEW ALIPURDAUR,KHED BRAHMA,2024-10-11 21:11:54.090004
96660,BEAWAR KARJAT Superfast,TINPAHAR JN,13:15:00,BEAWAR,KARJAT,2024-08-07 21:11:54.090004
72599,Jamnagar JN LUDHIANA JN Rajdhani,BAREILLY,00:08:00,Jamnagar JN,LUDHIANA JN,2024-07-16 21:11:54.090004
16541,KOZHIKODE CHENGALPATTU MMTS,DEKARGAON,17:00:00,KOZHIKODE,CHENGALPATTU,2024-07-24 21:11:54.090004
19881,ANAND JN Sagar ROAD Shatabdi,CHITTOOR,02:53:00,ANAND JN,Sagar ROAD,2025-04-06 21:11:54.090004
21949,Bhiwandi CENTRAL Haldia JN Local,Kishanganj JN,15:10:00,Bhiwandi CENTRAL,Haldia JN,2024-10-16 21:11:54.090004
26925,VISHAKAPATNAM TAMBARAM Passenger,BARIPADA,19:22:00,VISHAKAPATNAM,TAMBARAM,2025-03-19 21:11:54.090004
86850,ANAND VIHAR TRM GADAG JN Rajdhani,NADIKODE,07:18:00,ANAND VIHAR TRM,GADAG JN,2024-12-11 21:11:54.090004
32359,YAVATMAL VELANKANNI Intercity,Kochi TERMINUS,02:06:00,YAVATMAL,VELANKANNI,2025-03-12 21:11:54.090004
86308,BAIJNATH PAPROLA POLLACHI JN Passenger,KODERMA,21:18:00,BAIJNATH PAPROLA,POLLACHI JN,2024-08-25 21:11:54.090004
38698,CASTLE ROCK Yamunanagar TERMINUS Local,KOTTAYAM,09:59:00,CASTLE ROCK,Yamunanagar TERMINUS,2025-03-27 21:11:54.090004
11122,ANAND NAGAR KOTTAYAM Rajdhani,NAGPUR,19:18:00,ANAND NAGAR,KOTTAYAM,2024-05-11 21:11:54.090004
37630,Madhyamgram CENTRAL MAILANI Mail,GANDHIGRAM,05:11:00,Madhyamgram CENTRAL,MAILANI,2024-11-16 21:11:54.090538
55324,RAJKOT JN BRAHMAPUR Shatabdi,Machilipatnam ROAD,16:24:00,RAJKOT JN,BRAHMAPUR,2024-12-26 21:11:54.090538
84360,NARKATIAGANJ JN Navi Mumbai ROAD Shatabdi,BALAMU JN,03:33:00,NARKATIAGANJ JN,Navi Mumbai ROAD,2024-05-05 21:11:54.090538
25372,DHURI JN REPALLE Mail,GUDIVADA JN,00:57:00,DHURI JN,REPALLE,2024-09-13 21:11:54.090538
64787,Bulandshahr CENTRAL Anand CITY Rajdhani,GEVRA ROAD,11:20:00,Bulandshahr CENTRAL,Anand CITY,2025-03-06 21:11:54.090538
33302,BARHAJ BAZAR RADHIKAPUR Duronto,ASANSOL JN,17:05:00,BARHAJ BAZAR,RADHIKAPUR,2025-04-02 21:11:54.090538
24700,Bhubaneswar CITY BELGAUM MMTS,NILAMBUR ROAD,08:21:00,Bhubaneswar CITY,BELGAUM,2024-12-25 21:11:54.090538
61692,BODELI CHANDAUSI JN Superfast,RANUJ,18:45:00,BODELI,CHANDAUSI JN,2025-03-10 21:11:54.090538
46268,MIRAJ JN KARJAT Superfast,MORADABAD,21:23:00,MIRAJ JN,KARJAT,2024-06-12 21:11:54.090538
30747,RAMTEK DINDIGUL JN Mail,BAPUDHAM MOTIHARI,12:42:00,RAMTEK,DINDIGUL JN,2024-09-11 21:11:54.090538
87578,NAGORE SHAKURBASTI Express,BENOY BADAL DINESH GARDENS,02:13:00,NAGORE,SHAKURBASTI,2024-11-24 21:11:54.090538
36630,DHACA CANTT. PIPAR ROAD JN Rajdhani,CASTLE ROCK,01:45:00,DHACA CANTT.,PIPAR ROAD JN,2024-06-25 21:11:54.090538
52741,BALANGIR SHAKTI NAGAR Rajdhani,Bhubaneswar ROAD,01:47:00,BALANGIR,SHAKTI NAGAR,2025-03-03 21:11:54.090538
31957,SADULPUR JUNCTION SHIMOGA TOWN Rajdhani,BHUSAVAL JN,16:54:00,SADULPUR JUNCTION,SHIMOGA TOWN,2024-06-08 21:11:54.090538
11260,Vasai-Virar ROAD MEDCHAL Superfast,Orai CENTRAL,22:30:00,Vasai-Virar ROAD,MEDCHAL,2025-02-14 21:11:54.090538
48884,RAMNAGAR BALANGIR Duronto,LAUKAHA BAZAR,05:35:00,RAMNAGAR,BALANGIR,2024-09-18 21:11:54.090538
96485,Rewa JN SATARA Duronto,Sirsa CITY,04:19:00,Rewa JN,SATARA,2025-03-07 21:11:54.090538
77506,MIRAJ JN BHILAD Express,RATANGARH JUNCTION,19:13:00,MIRAJ JN,BHILAD,2025-02-26 21:11:54.090538
43500,MUGHAL SARAI JN KHANDWA MMTS,UJJAIN JN,02:54:00,MUGHAL SARAI JN,KHANDWA,2024-06-03 21:11:54.090538
87361,Siwan ROAD BOLARUM Passenger,BHANVAD,22:01:00,Siwan ROAD,BOLARUM,2025-02-13 21:11:54.090538
25988,KISHANGANJ RAMESWARAM Local,HYDERABAD DECCAN,06:43:00,KISHANGANJ,RAMESWARAM,2024-12-27 21:11:54.090538
78857,DEHRADUN Loni CENTRAL Duronto,SHRI GANGANAGAR,01:29:00,DEHRADUN,Loni CENTRAL,2024-09-24 21:11:54.090538
51854,JUNAGADH JN YAVATMAL Superfast,Kakinada CITY,12:12:00,JUNAGADH JN,YAVATMAL,2025-02-14 21:11:54.090538
45385,JAMALPUR JN Pondicherry CENTRAL Intercity,VADTAL SWAMINARAYAN,14:02:00,JAMALPUR JN,Pondicherry CENTRAL,2024-12-20 21:11:54.090538
85105,BALAMU JN Raichur ROAD Local,Nandyal JN,09:00:00,BALAMU JN,Raichur ROAD,2025-02-23 21:11:54.090538
48001,RATANGARH JUNCTION Sri Ganganagar TERMINUS Rajdhani,BIRAUL,06:24:00,RATANGARH JUNCTION,Sri Ganganagar TERMINUS,2024-08-10 21:11:54.090538
17657,LATUR Etawah CENTRAL Local,JUNNOR DEO,09:44:00,LATUR,Etawah CENTRAL,2024-08-04 21:11:54.090538
75447,RAGHUNATHPUR LALGOLA Passenger,JOGBANI,05:39:00,RAGHUNATHPUR,LALGOLA,2024-10-21 21:11:54.090538
47339,UDAGAMANDALAM RAIGARH Local,LOWER HAFLONG,22:47:00,UDAGAMANDALAM,RAIGARH,2024-06-17 21:11:54.090538
46208,KOTTAYAM Jamshedpur TERMINUS Shatabdi,Nashik JN,16:09:00,KOTTAYAM,Jamshedpur TERMINUS,2024-07-03 21:11:54.090538
97301,Berhampore TERMINUS RAE BARELI JN MMTS,MORADABAD,07:40:00,Berhampore TERMINUS,RAE BARELI JN,2024-06-02 21:11:54.090538
55890,TITLAGARH Miryalaguda CENTRAL Intercity,BIKANER JN,20:04:00,TITLAGARH,Miryalaguda CENTRAL,2024-12-07 21:11:54.090538
51758,Jorhat TERMINUS HOSUR Express,PANVEL,08:50:00,Jorhat TERMINUS,HOSUR,2025-03-23 21:11:54.090538
10823,LUCKNOW Nagercoil ROAD Shatabdi,BARWADIH JN,20:57:00,LUCKNOW,Nagercoil ROAD,2025-04-07 21:11:54.090538
60503,SAHIBGANJ JN Bangalore CITY Intercity,Rohtak TERMINUS,02:58:00,SAHIBGANJ JN,Bangalore CITY,2025-02-25 21:11:54.090538
29996,MARIKUPPAM Bardhaman JN Duronto,ANUPGARH,08:08:00,MARIKUPPAM,Bardhaman JN,2024-05-02 21:11:54.090538
28884,TUNDLA JN GHAZIABAD Mail,BINA JN,14:09:00,TUNDLA JN,GHAZIABAD,2025-03-18 21:11:54.090538
64689,BENOY BADAL DINESH GARDENS BHARUCH JN Passenger,JALANDHAR CITY,07:38:00,BENOY BADAL DINESH GARDENS,BHARUCH JN,2024-10-25 21:11:54.090538
75860,KANPUR ANWARGANJ Etawah CENTRAL Duronto,DHARMABAD,01:46:00,KANPUR ANWARGANJ,Etawah CENTRAL,2024-06-23 21:11:54.090538
72114,THIRUVARUR JN Gulbarga CENTRAL Shatabdi,Nizamabad ROAD,01:49:00,THIRUVARUR JN,Gulbarga CENTRAL,2024-09-27 21:11:54.090538
51867,BHIWANI LALGARH JN MMTS,NIRMALI,12:20:00,BHIWANI,LALGARH JN,2024-07-22 21:11:54.090538
96969,Delhi CITY Dhule TERMINUS Duronto,KATHGODAM,11:40:00,Delhi CITY,Dhule TERMINUS,2025-02-03 21:11:54.090538
61866,SABARMATI JN CHITTOOR Rajdhani,MEERUT CANT,00:04:00,SABARMATI JN,CHITTOOR,2024-05-19 21:11:54.090538
15521,TANTPUR AIT Rajdhani,SAGAULI JN,13:46:00,TANTPUR,AIT,2025-01-05 21:11:54.090538
54816,MAHESANA JN Rewa ROAD Mail,Nangloi Jat CITY,00:40:00,MAHESANA JN,Rewa ROAD,2025-01-05 21:11:54.090538
89737,RAE BARELI JN Buxar TERMINUS Mail,JAYNAGAR,22:20:00,RAE BARELI JN,Buxar TERMINUS,2024-10-18 21:11:54.090538
66745,LAKHO JAMNER Shatabdi,Pondicherry CITY,20:25:00,LAKHO,JAMNER,2025-04-20 21:11:54.090538
22302,SINDRI TOWN RAIGARH Passenger,AMBALA CANT JN,22:02:00,SINDRI TOWN,RAIGARH,2024-10-11 21:11:54.090538
97542,AHMEDABAD JN MUMBAI CST Superfast,MIRZAPALI,01:39:00,AHMEDABAD JN,MUMBAI CST,2024-09-26 21:11:54.090538
64939,Guntakal CENTRAL Ambattur JN Shatabdi,SIWAN JN,04:20:00,Guntakal CENTRAL,Ambattur JN,2024-05-28 21:11:54.090538
50673,PALAKKAD VARANASI CITY Rajdhani,VARANASI CITY,05:16:00,PALAKKAD,VARANASI CITY,2024-07-08 21:11:54.090538
19855,KANPUR CENTRAL ANDAL JN Duronto,PALASA,12:36:00,KANPUR CENTRAL,ANDAL JN,2024-10-24 21:11:54.090538
50032,KOTTAYAM KONCH MMTS,BANGARAPET,10:29:00,KOTTAYAM,KONCH,2024-05-19 21:11:54.090538
65505,THAWE JUNCTION UNCHAHAR JUNCTION Express,NEPALGANJ ROAD,16:12:00,THAWE JUNCTION,UNCHAHAR JUNCTION,2024-11-23 21:11:54.090538
40243,DIBRUGARH TOWN REPALLE Rajdhani,CHANDIGARH,19:23:00,DIBRUGARH TOWN,REPALLE,2024-11-30 21:11:54.090538
65547,Jamnagar CENTRAL LUCKNOW JN Shatabdi,CHAMARAJANAGAR,02:50:00,Jamnagar CENTRAL,LUCKNOW JN,2024-08-25 21:11:54.090538
12283,GUDUR JN Durgapur TERMINUS Superfast,BAREILLY CITY,01:11:00,GUDUR JN,Durgapur TERMINUS,2024-11-19 21:11:54.090538
40719,MANIKPUR JN PONNERI Mail,Guntur CITY,17:44:00,MANIKPUR JN,PONNERI,2025-04-10 21:11:54.090538
84770,BARHARWA JN DEHRADUN Passenger,PURI,19:26:00,BARHARWA JN,DEHRADUN,2025-03-20 21:11:54.090538
